Latitude,Longitude,Depth,Magnitude,Place,Month,Year
30.6773,132.3406,10,4.5,Japan,4,2023
30.5707,132.4598,12.904,4.1,Japan,4,2023
30.6226,132.4145,16.679,4.7,Japan,4,2023
30.6127,132.3939,10,4.6,Japan,4,2023
37.1899,141.4325,42.953,4.3,Japan,4,2023
25.8585,125.4371,10,4.6,Japan,4,2023
39.2516,142.4061,55.085,4.4,Japan,4,2023
37.4421,142.5675,26.32,4.4,Japan,4,2023
37.0881,141.2152,60.211,4.3,Japan,4,2023
24.3214,125.1438,32.03,4.4,Japan,4,2023
37.0589,137.1531,265.239,3.9,Japan,4,2023
35.5656,140.2589,60.834,4.3,Japan,4,2023
42.6258,143.6978,101.142,4.6,Japan,4,2023
36.2269,141.4874,28.975,4.4,Japan,4,2023
36.3005,141.3865,36.319,4,Japan,4,2023
36.0445,139.5358,61.277,4,Japan,4,2023
25.5056,126.1397,57.216,4.6,Japan,4,2023
36.7558,141.4873,75.385,4.1,Japan,4,2023
30.5969,131.1001,43.858,4.3,Japan,4,2023
38.1846,141.5798,54.654,4,Japan,4,2023
36.1027,140.6022,82.838,4,Japan,4,2023
36.45,140.5643,64.665,4.2,Japan,4,2023
36.2554,141.4699,39.261,4.4,Japan,4,2023
38.2883,138.7642,15.222,4.6,Japan,4,2023
38.6985,142.0457,56.656,4.3,Japan,3,2023
41.1562,142.7896,50.336,4.9,Japan,3,2023
33.0314,136.7305,409.989,4.2,Japan,3,2023
42.2589,144.9584,40.118,4.2,Japan,3,2023
30.3104,127.8929,10,4.9,Japan,3,2023
36.0301,137.0943,254.661,4.1,Japan,3,2023
36.3306,139.5527,133.562,3.9,Japan,3,2023
37.5022,137.2608,2.976,4.2,Japan,3,2023
35.0129,142.4931,10,4.3,Japan,3,2023
38.3345,141.6768,60.162,4.9,Japan,3,2023
38.3236,141.7243,60.397,4.2,Japan,3,2023
36.4058,140.3434,83.707,4.7,Japan,3,2023
40.2909,142.9516,42.804,4.3,Japan,3,2023
40.3731,142.9504,38.265,4.4,Japan,3,2023
40.2815,143.1497,22,5.6,Japan,3,2023
33.3043,137.7463,344.304,4.2,Japan,3,2023
29.3124,130.4585,35,4.6,Japan,3,2023
36.0825,142.3012,10,4.6,Japan,3,2023
35.455,140.9403,31.285,4.6,Japan,3,2023
35.4658,140.2166,64.834,4.2,Japan,3,2023
36.0485,139.7601,67.95,4.3,Japan,3,2023
37.9164,141.9044,50,4.3,Japan,3,2023
39.8224,141.7168,68.142,4.3,Japan,3,2023
29.4559,130.7241,35,4.7,Japan,3,2023
39.5736,142.3764,88.63,4.2,Japan,3,2023
43.5116,145.103,134.304,4.1,Japan,3,2023
26.676,126.936,98.535,4.9,Japan,3,2023
37.9532,140.5604,117.062,4,Japan,3,2023
35.7034,140.1093,53.717,4.6,Japan,3,2023
25.0565,124.2878,140.832,4,Japan,3,2023
34.6381,141.38,10,4.6,Japan,3,2023
23.9272,122.6314,28.085,4.5,Japan,3,2023
36.3756,140.4492,56.674,4.5,Japan,3,2023
36.3674,142.6587,10,4.1,Japan,3,2023
42.3233,144.5598,41.152,5.2,Japan,3,2023
42.3499,141.764,126.71,4.5,Japan,3,2023
34.3536,136.9453,339.681,4,Japan,3,2023
25.1919,128.3415,10,4.9,Japan,3,2023
32.4914,135.7364,9.613,4.5,Japan,3,2023
35.8845,140.8355,74.874,4.5,Japan,3,2023
29.2903,130.5327,35.659,4.1,Japan,2,2023
35.6758,140.7378,44.173,4.5,Japan,2,2023
32.932,141.7018,10,5.2,Japan,2,2023
42.3525,144.4147,74.866,4.8,Japan,2,2023
27.0982,126.8241,10,4.1,Japan,2,2023
35.8736,140.9826,44.433,4.7,Japan,2,2023
38.5684,142.0511,56.039,4.6,Japan,2,2023
30.1103,131.0091,10,4.1,Japan,2,2023
37.4449,141.5225,46.468,4.2,Japan,2,2023
27.1053,126.7351,10,5,Japan,2,2023
24.5731,124.9373,42.841,4.4,Japan,2,2023
34.898,140.0785,68.259,4.6,Japan,2,2023
37.3376,134.9748,385.142,4,Japan,2,2023
40.5628,139.4892,193.754,4.1,Japan,2,2023
39.6657,142.0799,55.009,4.3,Japan,2,2023
25.0636,123.3732,147.522,4.5,Japan,2,2023
26.0661,125.6175,114.015,4.2,Japan,2,2023
42.7956,143.121,132.287,5,Japan,2,2023
37.0134,141.3369,66.991,4.1,Japan,2,2023
34.0568,130.3669,10,4.4,Japan,2,2023
40.2781,142.1305,40.524,4.1,Japan,2,2023
26.5537,128.6692,29.734,5.2,Japan,2,2023
26.0585,123.4775,273.147,4.2,Japan,2,2023
37.9138,144.4757,10,4.5,Japan,2,2023
42.4829,145.0971,29.312,4.8,Japan,2,2023
37.695,141.6575,57.976,4.6,Japan,2,2023
40.4059,141.5982,109.727,4.3,Japan,2,2023
33.5051,137.3979,337.97,4.2,Japan,2,2023
42.7082,141.3567,122.288,4.3,Japan,2,2023
45.0572,141.6443,279.74,4.5,Japan,2,2023
29.3184,130.5088,29.711,4.3,Japan,2,2023
43.0018,145.3508,52.923,4.4,Japan,2,2023
33.6464,137.2662,355.629,4.2,Japan,2,2023
26.5281,125.9397,143.151,4.2,Japan,2,2023
24.5842,123.5063,70.98,4.6,Japan,2,2023
33.8956,142.6431,10,4.4,Japan,2,2023
35.9252,139.8597,90.659,4.4,Japan,2,2023
32.7725,141.7512,10,4.4,Japan,2,2023
38.622,142.041,54.658,4.1,Japan,2,2023
26.6426,129.5647,14.839,4.3,Japan,2,2023
38.7397,142.9521,40.663,4.3,Japan,2,2023
29.33,130.53,33.338,4.2,Japan,2,2023
37.8497,142.1119,26.488,4.5,Japan,1,2023
23.2239,123.905,10,5.1,Japan,1,2023
36.3618,139.8797,79.539,4.3,Japan,1,2023
35.3532,139.2937,146.936,4.7,Japan,1,2023
37.8662,141.6833,59.34,4.2,Japan,1,2023
23.1742,123.4212,10,4.9,Japan,1,2023
37.5882,141.6818,52.61,4.9,Japan,1,2023
23.9154,122.5742,34.693,4.2,Japan,1,2023
24.1693,125.2957,27.626,4.2,Japan,1,2023
42.5955,146.6294,22.831,4.4,Japan,1,2023
28.2639,130.0506,29.821,4.3,Japan,1,2023
37.1807,141.5525,44.118,4.3,Japan,1,2023
37.7473,141.566,61.691,4.5,Japan,1,2023
34.4397,141.7096,10,4.3,Japan,1,2023
38.9239,142.1003,47.894,5,Japan,1,2023
33.7343,137.2383,11.162,4.5,Japan,1,2023
36.3005,141.9726,29.911,4.2,Japan,1,2023
43.0811,142.2161,120.209,4.1,Japan,1,2023
24.7915,124.8538,54.834,4.8,Japan,1,2023
24.7752,125.4156,35,4.6,Japan,1,2023
30.1983,130.9092,34.299,4.3,Japan,1,2023
30.0294,131.0606,29.959,4.6,Japan,1,2023
24.3167,125.2224,27.627,4.2,Japan,1,2023
35.9262,140.1869,73.751,4.3,Japan,1,2023
43.2947,144.4407,129.565,4.3,Japan,1,2023
25.0131,125.7694,36.091,4.5,Japan,1,2023
41.165,142.3275,56.74,4.8,Japan,1,2023
25.0491,125.8117,20.179,5,Japan,1,2023
31.9508,138.0176,364.209,4.2,Japan,1,2023
37.4773,137.3197,9.206,4,Japan,1,2023
35.3383,141.0673,25.83,4.9,Japan,1,2023
25.8265,128.3839,17.829,4.3,Japan,1,2023
35.4541,139.2024,24.182,3.8,Japan,1,2023
38.6783,141.9108,57.133,4.1,Japan,1,2023
33.4069,142.1393,10,4.2,Japan,1,2023
42.1468,144.7675,35,4.1,Japan,1,2023
37.0889,141.4075,42.747,4.6,Japan,1,2023
37.48,141.643,47.681,4.7,Japan,1,2023
42.1719,144.9987,35,4.5,Japan,1,2023
37.4215,137.1761,10,4.8,Japan,1,2023
28.1765,127.9378,124.967,4.4,Japan,1,2023
42.1538,142.0984,106.023,4.3,Japan,1,2023
42.7635,140.8293,150.971,4.2,Japan,1,2023
40.2108,142.6435,35,5.1,Japan,1,2023
36.009,139.9001,98.487,4.4,Japan,1,2023
36.5797,142.4842,25.237,4.5,Japan,1,2023
31.8534,131.5447,47.985,4.2,Japan,1,2023
41.1875,140.2171,155.599,4.2,Japan,1,2023
23.9374,122.5711,31.485,4.1,Japan,1,2023
29.2989,130.4746,35.861,4.5,Japan,12,2022
36.1139,139.8576,56.826,4.4,Japan,12,2022
29.2691,130.3861,38.774,4,Japan,12,2022
29.2893,130.4675,35,4.4,Japan,12,2022
29.216,130.5579,35,4.5,Japan,12,2022
29.208,130.6175,30.539,5.1,Japan,12,2022
44.1862,140.7171,10.105,4.3,Japan,12,2022
37.821,141.8199,57.41,4.6,Japan,12,2022
35.2898,139.9209,68.741,4.4,Japan,12,2022
37.6393,141.9524,38.891,4.5,Japan,12,2022
37.8814,141.7036,55.362,4,Japan,12,2022
41.5245,140.4836,10.652,5,Japan,12,2022
30.3387,131.1199,35,4.4,Japan,12,2022
35.3554,140.3617,32.872,4.5,Japan,12,2022
30.3923,131.0718,29.046,4.8,Japan,12,2022
26.7769,126.612,114.36,5.1,Japan,12,2022
31.7711,131.2924,79.865,4.8,Japan,12,2022
31.7958,131.6429,30,5.6,Japan,12,2022
24.3113,125.284,32.235,4.5,Japan,12,2022
36.0269,139.7392,92.383,4.4,Japan,12,2022
40.3866,143.3786,19.047,4.8,Japan,12,2022
42.7932,140.2739,8.991,4.1,Japan,12,2022
42.8462,140.3133,11.96,4.6,Japan,12,2022
41.1186,143.2022,39.576,4.7,Japan,12,2022
38.4482,142.186,34.823,4.4,Japan,12,2022
27.5074,129.5492,19,5.6,Japan,12,2022
31.9642,137.889,378.465,4,Japan,12,2022
39.4407,142.012,54.073,4.6,Japan,12,2022
41.7719,144.4932,10,4.7,Japan,12,2022
41.7616,144.3778,10,4.9,Japan,12,2022
37.2172,141.663,27.661,4.8,Japan,12,2022
24.6694,127.6888,10,4.5,Japan,12,2022
32.8768,141.6183,10,4.8,Japan,12,2022
27.4554,128.6212,44.174,4.4,Japan,12,2022
35.6712,139.8666,116.055,4.1,Japan,12,2022
36.6897,137.5665,238.709,4.1,Japan,12,2022
43.8314,141.8914,202.77,4.2,Japan,12,2022
38.8711,142.3197,43.958,4.3,Japan,12,2022
33.5746,140.1496,102.318,4.5,Japan,12,2022
36.9027,141.28,35.41,4.1,Japan,12,2022
37.079,141.3795,16.58,4,Japan,12,2022
36.4215,140.9664,54.701,4.5,Japan,12,2022
41.0879,142.3257,55.229,4.8,Japan,12,2022
37.4608,142.0862,35,4.2,Japan,12,2022
31.3813,132.4033,10,4.8,Japan,12,2022
41.1549,140.0108,163.262,4.1,Japan,12,2022
42.198,141.9382,85.778,4.2,Japan,12,2022
35.3699,140.4242,51.032,4.5,Japan,12,2022
28.8566,130.879,17.952,4.4,Japan,12,2022
40.4901,143.9081,10,4.9,Japan,12,2022
40.5151,143.8448,10,4.8,Japan,12,2022
27.1289,127.5571,93.89,4.3,Japan,11,2022
40.2398,142.1853,58.173,4.5,Japan,11,2022
37.4506,137.2007,10,4.6,Japan,11,2022
33.5579,141.4069,27.779,4.4,Japan,11,2022
37.2802,141.7077,48.106,5,Japan,11,2022
37.5652,141.3519,55.048,4.4,Japan,11,2022
26.4225,129.2547,10,5.1,Japan,11,2022
39.6714,144.7014,10,4.4,Japan,11,2022
41.1763,142.8593,48.932,4.6,Japan,11,2022
37.5496,137.2199,8.813,4.5,Japan,11,2022
37.7016,141.6986,64.308,4.4,Japan,11,2022
36.1311,141.6532,35.451,4.5,Japan,11,2022
34.3407,137.4653,319.813,4.5,Japan,11,2022
35.7371,140.2665,65.241,4.5,Japan,11,2022
35.8979,140.0086,75.635,4.2,Japan,11,2022
33.7349,141.3584,32.339,5.2,Japan,11,2022
28.2893,130.8024,10,4.6,Japan,11,2022
37.0561,141.2274,49.603,4.5,Japan,11,2022
42.9148,144.6975,54.638,4.6,Japan,11,2022
33.7849,135.7197,35.95,4,Japan,11,2022
44.7801,140.9129,262.837,4.1,Japan,11,2022
38.1835,141.8036,56.678,4.6,Japan,11,2022
35.6079,140.1519,64.858,4.5,Japan,11,2022
23.9624,122.4423,10,3.8,Japan,11,2022
40.7826,142.3468,66.476,4.9,Japan,11,2022
25.5883,127.9662,4.799,4.2,Japan,11,2022
30.3983,132.3772,10,4.3,Japan,11,2022
27.4304,129.7914,10,4.2,Japan,11,2022
25.9991,128.568,10,4.1,Japan,11,2022
37.6356,142.1862,40.978,4.3,Japan,11,2022
37.4099,137.2938,12.694,4.6,Japan,11,2022
32.4604,140.7992,53.93,4.3,Japan,11,2022
25.0518,128.8451,10,5.3,Japan,11,2022
35.5109,141.6464,10,4.4,Japan,11,2022
36.1855,140.0343,56.302,4.8,Japan,11,2022
31.6492,131.827,35,4.5,Japan,11,2022
38.5048,141.9058,57.805,4.3,Japan,11,2022
25.032,125.2102,48.879,4.5,Japan,11,2022
26.1163,128.6638,19.2,4.4,Japan,11,2022
25.2803,128.5859,10,4.7,Japan,11,2022
38.3322,141.7273,58.142,4.3,Japan,11,2022
35.0803,140.1348,45.193,4.2,Japan,11,2022
35.0847,140.175,36.876,4,Japan,11,2022
35.5846,140.2147,66.633,4.8,Japan,11,2022
41.8473,145.3423,10,4.4,Japan,11,2022
25.5147,125.0272,117.406,4.4,Japan,11,2022
41.9614,144.9414,14.274,5.1,Japan,11,2022
24.7659,122.6233,111.219,5,Japan,11,2022
35.6269,140.468,58.88,4.2,Japan,10,2022
37.3501,141.86,47.949,4.7,Japan,10,2022
23.6823,123.3316,10,4.3,Japan,10,2022
38.9945,142.0168,64.716,4.1,Japan,10,2022
41.9079,144.7601,30.253,5,Japan,10,2022
33.456,141.2416,38.02,4.5,Japan,10,2022
35.143,136.5262,29.247,4.1,Japan,10,2022
25.3707,124.4847,133.909,4.5,Japan,10,2022
41.9665,144.7814,22.883,5.3,Japan,10,2022
42.0197,144.8843,10,4.6,Japan,10,2022
30.1836,131.2196,29.854,4.9,Japan,10,2022
23.9714,122.4638,37.203,4.2,Japan,10,2022
37.8099,141.7906,52.495,4.4,Japan,10,2022
29.691,129.754,10.109,4.5,Japan,10,2022
29.5504,130.624,35,4.7,Japan,10,2022
41.7754,145.0961,10,4.2,Japan,10,2022
41.9024,145.05,10,4.6,Japan,10,2022
41.9217,144.9656,10,4.9,Japan,10,2022
41.5304,142.1377,71.985,4.4,Japan,10,2022
40.9832,141.8488,66.627,4.5,Japan,10,2022
39.7043,143.835,22.772,4.2,Japan,10,2022
39.2644,144.7819,10,4.5,Japan,10,2022
37.4163,141.2093,40.722,4.9,Japan,10,2022
43.3293,140.2022,180.053,4.2,Japan,10,2022
39.5664,143.3458,26.558,4.2,Japan,10,2022
39.6478,143.3627,23.675,5.2,Japan,10,2022
39.6102,143.4047,26.111,4.6,Japan,10,2022
45.0494,142.5121,269.853,4,Japan,10,2022
39.6901,143.4348,27.949,4.6,Japan,10,2022
37.8901,142.0877,60.307,4.4,Japan,10,2022
37.6899,139.6229,155.263,4.2,Japan,10,2022
37.8919,143.4936,10,4.2,Japan,10,2022
41.5143,142.1205,63.513,4.3,Japan,10,2022
35.946,139.0914,130.395,4.5,Japan,10,2022
38.8478,142.0775,58.249,4.2,Japan,10,2022
37.8087,142.0349,45.157,4.6,Japan,10,2022
35.5375,140.5782,43.335,4.3,Japan,10,2022
26.682,126.4953,123.973,4.6,Japan,10,2022
36.0195,140.1195,79.294,4.4,Japan,10,2022
43.646,138.9356,239.941,4.3,Japan,10,2022
43.4541,144.4747,135.038,4.4,Japan,10,2022
38.3815,142.2716,56.699,4.4,Japan,10,2022
36.4086,140.7186,41.485,4.5,Japan,10,2022
37.5942,141.7605,51.184,4.7,Japan,10,2022
33.2353,141.139,35,4.5,Japan,10,2022
38.8416,142.1723,45.627,4.6,Japan,10,2022
26.3507,128.1267,32.57,4.7,Japan,10,2022
35.7952,136.8772,272.614,4,Japan,10,2022
37.3142,142.0152,40.549,4.5,Japan,10,2022
29.6979,132.1414,25.488,4.3,Japan,10,2022
33.6125,139.4285,15.194,4.8,Japan,10,2022
37.1274,141.2374,14.717,4.5,Japan,10,2022
27.6661,126.8559,177.934,5.3,Japan,10,2022
38.7587,141.9998,64.868,4.8,Japan,10,2022
25.981,128.5368,14.297,4.2,Japan,10,2022
41.2392,142.6511,44.107,4.3,Japan,10,2022
40.3823,139.1332,15.118,4.4,Japan,10,2022
37.9259,142.794,30.586,4.1,Japan,10,2022
38.4693,142.4942,35,4.5,Japan,10,2022
36.6209,141.5568,35,4.1,Japan,10,2022
35.6533,140.3414,60.973,4.3,Japan,10,2022
26.7989,126.4542,8.534,4.5,Japan,10,2022
26.8034,126.5327,10.673,4.8,Japan,10,2022
26.7844,126.4384,10,4.1,Japan,10,2022
23.941,122.5693,25.477,4.7,Japan,10,2022
31.3495,131.4691,31,5.7,Japan,10,2022
36.3661,137.0386,264.173,4,Japan,10,2022
36.0929,139.8378,52.251,4.3,Japan,9,2022
36.7988,140.5927,10,4.7,Japan,9,2022
25.8263,125.3485,116.71,4.7,Japan,9,2022
40.2078,142.4312,54.192,4.3,Japan,9,2022
40.6694,142.7028,44.166,4.3,Japan,9,2022
40.5895,142.8356,35,5,Japan,9,2022
39.8523,140.8754,5.528,4.5,Japan,9,2022
24.9895,127.1691,10,4.9,Japan,9,2022
23.9862,127.1114,10,4.9,Japan,9,2022
36.7469,140.546,10.053,4.4,Japan,9,2022
42.6556,143.0438,119.959,4.4,Japan,9,2022
35.3683,135.4051,368.966,4,Japan,9,2022
37.7995,141.9317,49.52,4.5,Japan,9,2022
29.398,132.0152,10,4.4,Japan,9,2022
36.0182,140.3446,83.41,4.7,Japan,9,2022
26.1764,126.1944,10,4.7,Japan,9,2022
35.1003,141.2571,36.306,4.3,Japan,9,2022
35.2059,141.2855,31.294,4.8,Japan,9,2022
35.1778,141.1945,12.116,5,Japan,9,2022
31.6062,131.0932,73.943,4.4,Japan,9,2022
40.1526,141.8995,64.241,4.6,Japan,9,2022
36.2863,139.6642,89.443,4.5,Japan,9,2022
24.9419,123.8318,104.245,4.4,Japan,9,2022
37.7181,141.6398,61.153,4.2,Japan,9,2022
38.3475,142.2681,48.539,4.6,Japan,9,2022
26.2896,125.714,10.489,4.5,Japan,9,2022
26.2213,126.0518,10,5,Japan,9,2022
26.339,125.9135,10.136,4.5,Japan,9,2022
26.2583,126.0051,10,5.7,Japan,9,2022
26.3716,126.0236,10,5.2,Japan,9,2022
26.3431,126.06,10,4.5,Japan,9,2022
26.3635,125.983,10,4.9,Japan,9,2022
24.92,123.2942,108.031,4.2,Japan,9,2022
35.8136,140.7691,47.248,4.8,Japan,9,2022
26.4078,126.055,10.095,4.4,Japan,9,2022
23.9994,122.7765,39.678,4.4,Japan,9,2022
26.3124,125.8699,10,4.4,Japan,9,2022
26.3091,125.9972,10,4.5,Japan,9,2022
26.2926,125.8185,10,4.3,Japan,9,2022
26.3652,125.8409,8.33,4.5,Japan,9,2022
26.1265,125.9878,10.188,4.1,Japan,9,2022
26.0908,125.5148,10.063,4.3,Japan,9,2022
26.3321,125.9736,10.889,4.1,Japan,9,2022
26.2775,125.8459,9.68,4.1,Japan,9,2022
30.7774,131.4521,42.568,4.2,Japan,9,2022
24.28,124.6544,29.293,4.2,Japan,9,2022
26.33,125.9049,10.172,4.4,Japan,9,2022
26.4468,125.9199,10.043,4.4,Japan,9,2022
26.4184,125.9021,10,4.9,Japan,9,2022
26.3223,125.7443,10,4.3,Japan,9,2022
37.7494,141.9443,35,4.3,Japan,9,2022
25.6729,125.8012,10,4.1,Japan,9,2022
26.2567,125.7216,10,4,Japan,9,2022
33.3512,141.8173,10,4.3,Japan,9,2022
41.5709,142.0945,60.714,5.2,Japan,9,2022
41.9935,144.9474,10,5,Japan,9,2022
41.1898,140.1452,169.073,5,Japan,9,2022
26.6892,127.4629,10,4.5,Japan,9,2022
29.0984,130.4426,24.075,4.3,Japan,9,2022
29.2388,130.4019,43.615,4.5,Japan,9,2022
29.6567,129.6119,10,4.3,Japan,9,2022
36.7306,140.5588,34.493,4.5,Japan,9,2022
39.8751,140.8247,10.053,4.3,Japan,9,2022
33.5367,140.5672,72.035,4.7,Japan,9,2022
33.3707,141.0682,30.71,4.4,Japan,9,2022
25.0603,123.3063,2.842,4.5,Japan,9,2022
37.8531,141.8176,59.671,4.7,Japan,9,2022
35.7904,139.7805,92.167,4.6,Japan,9,2022
28.0575,127.768,142.958,4.4,Japan,9,2022
35.3721,140.4709,24.65,4.5,Japan,9,2022
42.9904,146.0617,28.152,4.5,Japan,9,2022
31.3801,131.6854,31.405,4.9,Japan,9,2022
26.7285,126.5191,10,4.7,Japan,9,2022
38.009,142.0463,59.639,4.2,Japan,8,2022
40.2562,142.3576,48.613,4.1,Japan,8,2022
26.6847,126.7788,83.618,4.2,Japan,8,2022
26.9314,126.5763,10,5,Japan,8,2022
39.19,143.134,35,4.1,Japan,8,2022
26.5942,127.3669,75.034,4.5,Japan,8,2022
28.8646,130.6526,28,5.5,Japan,8,2022
28.9294,130.5353,10,4.4,Japan,8,2022
28.9235,130.6003,10,4.5,Japan,8,2022
24.6414,127.7046,10,4.5,Japan,8,2022
39.8718,141.9111,63.135,4.4,Japan,8,2022
32.0426,130.0628,10,4.6,Japan,8,2022
31.0474,131.4865,35,4.4,Japan,8,2022
33.101,137.2631,382.266,4.3,Japan,8,2022
41.9874,142.553,60.337,4.4,Japan,8,2022
26.9959,127.2743,108.82,4.6,Japan,8,2022
37.5368,141.5007,51.371,4.5,Japan,8,2022
38.7163,142.4965,39.336,4.4,Japan,8,2022
25.3281,127.6444,10,4,Japan,8,2022
33.317,141.8495,10,4.5,Japan,8,2022
25.2456,123.5783,159.051,5.3,Japan,8,2022
33.7397,137.0669,369.093,4.2,Japan,8,2022
41.9041,142.5658,68.754,4,Japan,8,2022
37.8178,141.8272,57.487,4.5,Japan,8,2022
23.9586,122.464,31.72,4.4,Japan,8,2022
26.5485,127.739,39.688,4.8,Japan,8,2022
37.5959,141.7262,46.857,5.1,Japan,8,2022
35.5094,141.3104,35,4.9,Japan,8,2022
23.9741,122.5839,33.788,4.1,Japan,8,2022
39.368,143.1712,28.959,4.4,Japan,8,2022
33.2573,141.8618,10,4.3,Japan,8,2022
33.1235,141.7775,10,5.6,Japan,8,2022
29.8811,128.9899,198.934,4.3,Japan,8,2022
44.9157,141.9577,10,4,Japan,8,2022
39.934,141.6849,81.107,4.2,Japan,8,2022
26.6926,130.0292,10,4.2,Japan,8,2022
27.154,127.3978,99.094,5,Japan,8,2022
35.4802,140.9768,40.84,4.6,Japan,8,2022
35.4776,140.9598,38.705,4.6,Japan,8,2022
26.3121,126.2798,107.593,4.4,Japan,8,2022
44.9511,142.0317,10,4.5,Japan,8,2022
39.0658,142.3392,56.744,4.3,Japan,8,2022
38.4727,142.0863,45.348,4.4,Japan,8,2022
33.3476,141.0049,53.898,4.4,Japan,8,2022
44.9228,142.107,10,4.5,Japan,8,2022
44.9455,142.0932,10,5.1,Japan,8,2022
44.878,142.011,10,4.8,Japan,8,2022
29.24,130.5375,35,4.4,Japan,8,2022
39.8776,141.6679,70.525,4.5,Japan,8,2022
35.6185,140.2179,61.831,4.3,Japan,8,2022
26.7827,126.3812,10,4.1,Japan,8,2022
26.7781,126.4914,10,4.2,Japan,8,2022
37.743,142.2237,35,4.1,Japan,8,2022
36.9132,141.4151,40.745,4.3,Japan,8,2022
39.615,141.9623,54.592,4.3,Japan,8,2022
39.6768,142.0557,56.639,4.3,Japan,8,2022
33.027,142.6504,10,4.1,Japan,8,2022
24.1357,124.1734,29.776,4,Japan,8,2022
34.8097,135.9474,360.592,4.6,Japan,8,2022
36.2828,141.0919,22.83,5,Japan,8,2022
33.2108,141.7787,10,4.5,Japan,8,2022
23.1404,123.2557,10,4.7,Japan,8,2022
37.6309,141.7117,50.193,5.4,Japan,8,2022
37.32,141.1661,30.458,4.2,Japan,8,2022
23.8931,122.4817,20.223,4.4,Japan,8,2022
24.2557,125.2259,32.615,4.4,Japan,8,2022
23.8447,122.4984,32.605,4.1,Japan,8,2022
37.786,141.9061,41.24,4.1,Japan,7,2022
42.5102,141.8417,121.911,4,Japan,7,2022
37.4938,144.4942,10,4.1,Japan,7,2022
29.6352,130.5074,53.344,4.3,Japan,7,2022
35.5418,140.3247,62.638,4,Japan,7,2022
26.0083,125.3289,139.79,4.5,Japan,7,2022
40.1552,141.8917,39.561,4.4,Japan,7,2022
40.222,141.416,10.426,4.1,Japan,7,2022
26.7772,126.42,10,5.1,Japan,7,2022
26.7016,126.4579,10,5.1,Japan,7,2022
35.996,139.9304,54.579,4.5,Japan,7,2022
26.8253,126.3567,10,4.2,Japan,7,2022
26.8467,126.4787,10,4,Japan,7,2022
37.512,141.6698,44.049,4.6,Japan,7,2022
37.5165,142.0377,36.628,4.5,Japan,7,2022
26.9235,130.1982,10,4.5,Japan,7,2022
35.8655,141.1011,35,4.2,Japan,7,2022
33.1012,141.9984,10,4.6,Japan,7,2022
39.803,143.4149,31.522,4.1,Japan,7,2022
26.8211,126.3933,9.412,4.2,Japan,7,2022
33.5952,141.8296,10,4.4,Japan,7,2022
33.6117,141.9585,14.04,4.2,Japan,7,2022
36.185,140.8905,80.29,4.5,Japan,7,2022
40.4604,141.8914,70.62,4.4,Japan,7,2022
25.7023,125.3128,99.416,4.4,Japan,7,2022
34.7236,136.9963,336.185,4.3,Japan,7,2022
34.1846,140.3605,67.08,4.3,Japan,7,2022
33.2098,141.8283,10,4.7,Japan,7,2022
37.5608,141.474,61.4,4.1,Japan,7,2022
34.1404,142.2852,10,4.4,Japan,7,2022
26.782,126.4232,10,4.2,Japan,7,2022
26.6559,126.4475,10,4.3,Japan,7,2022
36.2837,142.0466,31.449,4.3,Japan,7,2022
37.1495,141.2298,45.04,4.8,Japan,7,2022
38.1193,141.732,67.527,4.3,Japan,7,2022
26.7884,126.42,10,5,Japan,7,2022
27.0985,126.5365,10,4.3,Japan,7,2022
27.1286,126.3425,10,4.2,Japan,7,2022
33.9518,141.6333,10,4.5,Japan,7,2022
37.7783,141.514,68.774,4.5,Japan,7,2022
27.0221,126.5736,10,4,Japan,7,2022
26.8237,126.4578,10,4.8,Japan,7,2022
41.5698,141.8998,56.95,4.6,Japan,7,2022
33.1747,141.985,10,4.8,Japan,7,2022
33.21,142.0025,10,4.9,Japan,7,2022
30.3365,130.7057,44.735,4.1,Japan,7,2022
38.4394,142.0322,73.636,5.3,Japan,7,2022
34.319,139.9896,93.895,4.6,Japan,7,2022
33.0879,142.0649,10,4.9,Japan,7,2022
33.1734,141.9893,10,4.9,Japan,7,2022
38.8992,142.4852,35,4.1,Japan,6,2022
31.1283,129.1919,10,4.2,Japan,6,2022
30.8563,131.3634,29.2,4.6,Japan,6,2022
39.1745,141.9573,61.971,4.4,Japan,6,2022
28.1435,131.2918,10,4.4,Japan,6,2022
38.5364,142.1554,45.77,4.9,Japan,6,2022
31.1122,130.3702,156.026,4.5,Japan,6,2022
32.5304,130.6201,10,4.6,Japan,6,2022
24.2618,122.4332,70.28,4.2,Japan,6,2022
33.372,142.1264,10,4.2,Japan,6,2022
43.4902,145.57,158.11,4,Japan,6,2022
33.097,141.9594,10,4.6,Japan,6,2022
24.1646,122.4641,25.65,5.1,Japan,6,2022
23.8765,122.4709,10,4.2,Japan,6,2022
37.7824,141.8497,54.08,4.3,Japan,6,2022
23.9279,123.5858,34.93,4.6,Japan,6,2022
30.7351,131.9516,10,4.4,Japan,6,2022
37.2406,140.1622,106.34,4.4,Japan,6,2022
41.847,140.2227,171.18,4.3,Japan,6,2022
26.7399,126.4099,10,4.5,Japan,6,2022
26.7921,126.3696,10,4.8,Japan,6,2022
26.7351,126.4219,10,4.5,Japan,6,2022
40.7321,143.2009,31.82,4.1,Japan,6,2022
37.5012,137.2575,10,4.2,Japan,6,2022
37.4985,137.3393,10,4.1,Japan,6,2022
